Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Route,Total_Stops,Journey_day,Journey_month,Journey_weekday,Arrival_minutes,Duration_minutes,Price
0,0,0,0,0,0,0,0,1,0,565,1,21,5,1,1.991312822,1.699805775,9345
0,0,0,1,0,0,0,0,0,0,979,1,6,5,0,1.106287813,1.212983092,9663
0,0,0,0,1,0,0,0,0,0,2368,1,21,5,1,-0.217035296,0.521970454,14277
0,0,0,1,0,0,0,0,0,0,2368,1,1,6,5,0.53312876,1.068916005,10262
0,0,0,1,0,0,0,0,0,0,621,0,27,3,2,-0.208606486,-1.37647912,5678
0,0,0,0,1,0,0,0,0,0,2368,1,15,5,2,0.238120423,0.104656928,13727
0,0,0,1,0,0,0,0,0,0,979,1,6,5,0,1.300150434,0.836502963,9663
0,0,1,0,0,0,0,0,0,0,381,0,12,5,6,-0.613189347,-1.135042754,3858
0,0,0,0,0,0,1,0,0,0,42,1,24,6,0,-1.000914589,-0.661551892,4812
0,0,1,0,0,0,0,0,0,0,17,1,27,6,3,0.448840663,-0.440995339,5775
0,0,0,1,0,0,0,0,0,0,565,1,6,6,3,1.072572575,1.566887689,10539
0,0,1,0,0,0,0,0,0,0,723,0,3,6,0,-0.512043632,-1.07145037,4804
0,0,0,0,0,0,0,0,0,0,1532,0,12,6,2,-0.933484113,-1.030753369,3383
0,0,1,0,0,0,0,0,0,0,37,1,3,3,6,-0.613189347,-0.584973453,8738
1,0,0,0,0,0,0,0,0,0,16,1,27,3,2,0.777564238,1.680147323,7165
0,0,1,0,0,0,0,0,0,0,326,1,24,6,0,-0.065316723,-0.346347646,6412
0,0,0,1,0,0,0,0,0,0,1532,0,27,6,3,-0.11588958,-0.952903513,8016
0,0,0,1,0,0,0,0,0,0,341,1,12,3,1,1.628874009,1.092063984,11087
0,0,0,0,0,0,1,0,0,0,381,0,27,6,3,-1.127346734,-1.156991311,3543
0,0,0,1,0,0,0,0,0,0,979,1,12,6,2,0.558415188,0.428295079,12471
0,0,0,1,0,0,0,0,0,0,2368,1,24,6,0,0.53312876,1.160593053,10262
1,0,0,0,0,0,0,0,0,0,1532,0,18,3,0,-0.705906253,-1.010867524,4441
0,0,0,0,1,0,0,0,0,0,2368,1,27,3,2,-0.77333673,-0.03971815,12537
0,1,0,0,0,0,0,0,0,0,979,1,24,3,6,0.861852334,0.07210258,10091
1,0,0,0,0,0,0,0,0,0,1532,0,3,6,0,0.077973041,-1.010867524,6961
0,0,1,0,0,0,0,0,0,0,213,0,24,4,2,-1.447641499,-0.91555871,5013
1,0,0,0,0,0,0,0,0,0,213,0,18,5,5,-1.531929595,-1.010867524,6934
0,0,0,0,1,0,0,0,0,0,2368,1,3,6,0,-0.419326726,0.447280849,10877
0,0,0,1,0,0,0,0,0,0,1532,0,18,4,3,-0.503614822,-0.99127203,7229
0,0,1,0,0,0,0,0,0,0,2368,1,27,3,2,0.246549233,0.115412975,7048
0,0,0,0,0,0,0,0,1,0,1532,0,27,6,3,-0.360325059,-1.07145037,4878
0,0,0,1,0,0,0,0,0,0,979,1,21,5,1,0.044257802,0.104656928,10844
0,0,0,1,0,0,0,0,0,0,132,2,18,5,5,0.53312876,1.965638536,15129
0,0,1,0,0,0,0,0,0,0,1532,0,12,5,6,-1.995514123,-0.99127203,3943
0,0,0,0,0,0,1,0,0,0,145,1,6,6,3,-1.19477721,-0.526020193,5583
0,0,0,0,1,0,0,0,0,0,326,1,6,6,3,-0.705906253,0.050154703,9646
0,0,0,0,1,0,0,0,0,0,2368,1,3,6,0,-0.394040298,0.261355355,7677
0,0,1,0,0,0,0,0,0,0,231,1,1,6,5,-1.321209355,-0.584973453,6842
0,0,0,1,0,0,0,0,0,0,621,0,24,6,0,-1.304351735,-1.37647912,4995
0,0,0,0,0,0,0,0,1,0,565,1,9,6,6,-0.436184346,0.370543815,9555
0,0,1,0,0,0,0,0,0,0,1532,0,1,6,5,-1.911226027,-1.030753369,4077
0,0,0,1,0,0,0,0,0,0,1532,0,12,5,6,-0.503614822,-0.99127203,7229
0,0,0,0,1,0,0,0,0,0,2368,1,9,6,6,-0.419326726,0.168505088,12192
1,0,0,0,0,0,0,0,0,0,1532,0,12,4,4,-1.051487447,-1.030753369,5911
1,0,0,0,0,0,0,0,0,0,2368,1,12,6,2,-0.394040298,0.199830426,8372
0,0,0,1,0,0,0,0,0,0,621,0,18,3,0,-1.472927928,-1.403994763,4995
0,0,0,0,1,0,0,0,0,0,2368,1,9,5,3,-0.394040298,0.07210258,14323
0,0,0,1,0,0,0,0,0,0,179,2,9,6,6,0.53312876,1.464163039,13014
1,0,0,0,0,0,0,0,0,0,43,2,6,6,3,2.03345687,1.928673008,13591
0,0,1,0,0,0,0,0,0,0,1532,0,27,4,5,0.322408519,-1.010867524,3943
0,0,0,0,0,0,1,0,0,0,621,0,21,5,1,-1.607788881,-1.37647912,1965
0,0,0,1,0,0,0,0,0,0,621,0,27,5,0,-1.144204353,-1.37647912,4995
1,0,0,0,0,0,0,0,0,0,979,1,24,3,6,1.957597584,1.686710769,14641
1,0,0,0,0,0,0,0,0,0,723,0,12,4,4,0.018971373,-1.07145037,4460
1,0,0,0,0,0,0,0,0,0,2368,1,18,5,5,-0.394040298,-0.359593601,10191
0,0,0,1,0,0,0,0,0,0,2368,1,9,3,5,-0.34346744,0.982666069,13843
0,0,1,0,0,0,0,0,0,0,17,1,1,5,2,0.448840663,-0.440995339,6349
0,0,0,0,0,0,0,0,0,0,723,0,1,5,2,-1.034629828,-1.07145037,4409
0,0,0,1,0,0,0,0,0,0,2368,1,6,3,2,2.084029728,1.673573178,17024
0,0,0,0,1,0,0,0,0,0,2368,1,18,5,5,-0.217035296,0.621608173,13727
0,0,1,0,0,0,0,0,0,0,1532,0,15,3,4,-0.183320057,-0.99127203,8855
0,0,0,0,1,0,0,0,0,0,2368,1,24,6,0,-0.419326726,0.199830426,12524
0,0,0,1,0,0,0,0,0,0,341,1,18,3,0,-0.284465773,-0.00561258,13555
0,0,0,1,0,0,0,0,0,0,979,1,6,6,3,-1.127346734,-0.483024483,10844
0,0,0,0,1,0,0,0,0,0,2368,1,9,6,6,-0.217035296,0.409178819,13587
0,0,0,0,0,0,1,0,0,0,381,0,12,6,2,-1.127346734,-1.156991311,3543
0,0,0,0,0,0,0,0,1,0,381,0,18,3,0,-1.397068641,-1.156991311,4842
0,0,1,0,0,0,0,0,0,0,1532,0,24,4,2,0.322408519,-1.010867524,3943
0,0,0,1,0,0,0,0,0,0,2368,1,9,6,6,0.53312876,0.061153583,10577
0,0,1,0,0,0,0,0,0,0,2368,1,15,5,2,-0.217035296,0.220502166,6979
0,0,0,0,0,0,0,0,1,0,381,0,27,6,3,-0.309752201,-1.135042754,11982
0,0,0,0,0,0,1,0,0,0,42,1,6,6,3,-1.000914589,-0.661551892,5264
0,0,0,0,0,0,0,0,1,0,213,0,3,3,6,-1.41392626,-0.934108251,8001
1,0,0,0,0,0,0,0,0,0,132,2,1,6,5,2.03345687,1.51244094,10651
0,0,0,1,0,0,0,0,0,0,979,1,24,5,4,2.092458537,1.815810252,10844
0,0,0,0,1,0,0,0,0,0,326,1,27,3,2,-0.082174342,0.475520575,6601
1,0,0,0,0,0,0,0,0,0,2368,1,21,3,3,2.03345687,1.573640451,6587
0,0,0,0,0,0,1,0,0,0,621,0,21,3,3,-0.874482445,-1.43233231,3173
1,0,0,0,0,0,0,0,0,0,1532,0,9,5,3,-1.051487447,-1.030753369,5228
0,0,0,1,0,0,0,0,0,0,1532,0,21,6,4,-1.312780545,-0.971954528,5769
0,0,0,1,0,0,0,0,0,0,2368,1,6,6,3,-0.419326726,0.291581136,14714
0,0,0,1,0,0,0,0,0,0,179,2,3,6,0,-0.419326726,0.576738391,13014
0,0,1,0,0,0,0,0,0,0,1532,0,3,6,0,0.187547566,-1.010867524,3359
0,1,0,0,0,0,0,0,0,0,1532,0,3,3,6,0.069544231,-0.99127203,6722
0,0,1,0,0,0,0,0,0,0,723,0,18,3,0,-1.093631495,-1.030753369,4462
0,0,1,0,0,0,0,0,0,0,326,1,9,3,5,-0.705906253,0.321465351,6171
1,0,0,0,0,0,0,0,0,0,44,2,21,5,1,-0.276036963,0.692024928,12303
0,0,0,0,1,0,0,0,0,0,2368,1,21,3,3,0.246549233,0.621608173,7695
0,0,1,0,0,0,0,0,0,0,2368,1,24,6,0,0.238120423,0.63936771,5684
1,0,0,0,0,0,0,0,0,0,979,1,12,6,2,0.887138763,0.743786926,8366
1,0,0,0,0,0,0,0,0,0,381,0,1,3,4,-0.933484113,-1.156991311,19630
0,0,0,1,0,0,0,0,0,0,341,1,6,3,2,0.600559236,0.735220174,13502
0,0,0,1,0,0,0,0,0,0,979,1,1,5,2,1.106287813,0.512740708,14781
0,0,0,0,1,0,0,0,0,0,326,1,12,6,2,-0.705906253,0.039105254,6513
1,0,0,0,0,0,0,0,0,0,2368,1,1,6,5,-0.394040298,0.437804109,9929
0,0,0,0,1,0,0,0,0,0,10,2,6,6,3,0.238120423,-0.145193594,18275
1,0,0,0,0,0,0,0,0,0,145,1,9,4,1,1.038857336,1.815810252,4487
0,0,1,0,0,0,0,0,0,0,621,0,15,3,4,-0.040030294,-1.403994763,2754
1,0,0,0,0,0,0,0,0,0,621,0,27,3,2,-1.565644833,-1.43233231,2575
0,0,0,0,0,0,1,0,0,0,20,1,12,6,2,-0.174891248,-0.483024483,8224
1,0,0,0,0,0,0,0,0,0,231,1,9,3,5,0.920854002,0.380253763,8991
0,0,1,0,0,0,0,0,0,0,213,0,24,6,0,-1.447641499,-0.91555871,5000
0,0,0,1,0,0,0,0,0,0,979,1,12,6,2,2.092458537,1.627250145,8529
1,0,0,0,0,0,0,0,0,0,145,1,3,3,6,1.038857336,1.815810252,14042
0,0,0,1,0,0,0,0,0,0,1532,0,24,5,4,-0.916626493,-0.99127203,4030
0,0,0,1,0,0,0,0,0,0,979,1,6,6,3,1.300150434,0.942715479,10844
0,0,1,0,0,0,0,0,0,0,723,0,6,5,0,0.09483066,-1.050942868,4804
0,0,0,0,1,0,0,0,0,0,2368,1,27,5,0,0.238120423,-0.097706564,7308
0,0,1,0,0,0,0,0,0,0,1532,0,12,5,6,-0.326609821,-0.971954528,4823
0,0,0,1,0,0,0,0,0,0,2368,1,24,6,0,1.359152101,1.83483194,10262
0,0,0,1,0,0,0,0,0,0,2368,1,27,5,0,0.53312876,-0.169324311,12898
1,0,0,0,0,0,0,0,0,0,6,2,12,3,1,1.738448534,1.464163039,12778
0,0,1,0,0,0,0,0,0,0,2368,1,3,3,6,-0.99248578,-0.016925779,14871
1,0,0,0,0,0,0,0,0,0,14,2,21,3,3,2.03345687,2.008369025,8708
0,0,0,1,0,0,0,0,0,0,979,1,6,6,3,1.932311155,1.408229598,10844
0,0,0,0,0,0,1,0,0,0,621,0,6,3,2,-1.624646501,-1.43233231,4129
0,0,1,0,0,0,0,0,0,0,723,0,18,5,5,0.09483066,-1.050942868,4804
0,0,0,1,0,0,0,0,0,0,1532,0,6,5,0,-1.19477721,-0.971954528,7229
